CustomerID,AccountBalance,LastLogin,Name,Age,Address,TransactionID,Amount,SuspiciousFlag
1030,3767.55788843177,2022-01-30,Customer 1030,54,Address 1030,981.0,50.18606437061031,0
1031,9499.50579201628,2022-01-31,Customer 1031,29,Address 1031,,,0
1032,6532.6215702890095,2022-02-01,Customer 1032,25,Address 1032,,,0
1033,2042.69235205651,2022-02-02,Customer 1033,50,Address 1033,349.0,74.41312191791293,0
1033,2042.69235205651,2022-02-02,Customer 1033,50,Address 1033,715.0,72.44134982030823,0
1034,8385.432378031608,2022-02-03,Customer 1034,50,Address 1034,,,0
1035,3495.2472951908944,2022-02-04,Customer 1035,27,Address 1035,,,0
1036,9381.14521854332,2022-02-05,Customer 1036,37,Address 1036,585.0,18.479134277595005,0
1037,9519.477121680264,2022-02-06,Customer 1037,61,Address 1037,959.0,31.808666818145923,0
1038,5402.920850264518,2022-02-07,Customer 1038,62,Address 1038,40.0,80.53777562959479,0
1039,6851.673712369101,2022-02-08,Customer 1039,56,Address 1039,,,0
1040,3347.624198019506,2022-02-09,Customer 1040,55,Address 1040,,,0
1041,1971.3258863582212,2022-02-10,Customer 1041,60,Address 1041,,,0
1042,2900.4885270186533,2022-02-11,Customer 1042,29,Address 1042,,,0
1043,8236.476448026788,2022-02-12,Customer 1043,25,Address 1043,55.0,62.13088122838467,0
1043,8236.476448026788,2022-02-12,Customer 1043,25,Address 1043,615.0,14.560537509054024,0
1044,5084.274000658554,2022-02-13,Customer 1044,22,Address 1044,51.0,42.07616320785515,0
1044,5084.274000658554,2022-02-13,Customer 1044,22,Address 1044,972.0,60.98276949454476,0
1045,5168.955418988636,2022-02-14,Customer 1045,58,Address 1045,711.0,33.00075703386983,0
1046,7651.06047557938,2022-02-15,Customer 1046,45,Address 1046,,,0
1047,4050.554489010156,2022-02-16,Customer 1047,57,Address 1047,,,0
1048,8077.87841230679,2022-02-17,Customer 1048,49,Address 1048,357.0,33.61255713368315,0
1049,7144.298707590787,2022-02-18,Customer 1049,30,Address 1049,775.0,55.29304755520577,0
1049,7144.298707590787,2022-02-18,Customer 1049,30,Address 1049,897.0,63.498140700143466,0
1050,7921.752971281453,2022-02-19,Customer 1050,57,Address 1050,520.0,98.59494640028537,0
1051,4620.924284406736,2022-02-20,Customer 1051,30,Address 1051,577.0,76.76312543775113,0
1051,4620.924284406736,2022-02-20,Customer 1051,30,Address 1051,836.0,63.40605444348808,0
1052,7224.6321196105455,2022-02-21,Customer 1052,38,Address 1052,526.0,76.27368428978873,0
1053,8044.236477870637,2022-02-22,Customer 1053,22,Address 1053,848.0,91.47555974162536,0
1054,2873.839987462341,2022-02-23,Customer 1054,27,Address 1054,87.0,78.55221406635722,0
1055,1611.5383147896853,2022-02-24,Customer 1055,24,Address 1055,978.0,41.61384354634974,0
1056,3507.492645445045,2022-02-25,Customer 1056,46,Address 1056,67.0,81.34788954135908,0
1056,3507.492645445045,2022-02-25,Customer 1056,46,Address 1056,815.0,94.63416453223545,0
1057,6531.558064499151,2022-02-26,Customer 1057,21,Address 1057,758.0,61.919534669867325,0
1058,5923.741950678233,2022-02-27,Customer 1058,50,Address 1058,337.0,59.06558827131725,0
1058,5923.741950678233,2022-02-27,Customer 1058,50,Address 1058,780.0,37.21490182370482,0
1058,5923.741950678233,2022-02-27,Customer 1058,50,Address 1058,941.0,13.844857117841546,0
1059,4450.429068562766,2022-02-28,Customer 1059,42,Address 1059,177.0,57.400809663920754,0
1059,4450.429068562766,2022-02-28,Customer 1059,42,Address 1059,446.0,21.93791661410581,0
1060,9121.230250792947,2022-03-01,Customer 1060,38,Address 1060,311.0,27.453116490888377,0
1060,9121.230250792947,2022-03-01,Customer 1060,38,Address 1060,925.0,77.5892520491586,0
1060,9121.230250792947,2022-03-01,Customer 1060,38,Address 1060,991.0,37.54797796124622,0
1061,6426.531932423392,2022-03-02,Customer 1061,44,Address 1061,,,0
1062,8955.195409522166,2022-03-03,Customer 1062,39,Address 1062,393.0,36.838900427625575,0
1063,3450.672683090517,2022-03-04,Customer 1063,24,Address 1063,,,0
1064,5600.230743497647,2022-03-05,Customer 1064,63,Address 1064,,,0
1065,6947.934262009517,2022-03-06,Customer 1065,35,Address 1065,,,0
1066,8979.728844071804,2022-03-07,Customer 1066,64,Address 1066,148.0,79.52197137501955,0
1067,1555.7402540205333,2022-03-08,Customer 1067,36,Address 1067,339.0,26.18399976018048,0
1068,8486.941995990677,2022-03-09,Customer 1068,51,Address 1068,,,0
1069,8363.065543345401,2022-03-10,Customer 1069,38,Address 1069,126.0,55.20289159939914,0
1070,5227.9363402045565,2022-03-11,Customer 1070,61,Address 1070,,,0
1071,4962.283526863032,2022-03-12,Customer 1071,64,Address 1071,89.0,26.00722367933592,0
1072,3239.352859829109,2022-03-13,Customer 1072,21,Address 1072,710.0,19.9715699068954,0
1073,2392.9224118361144,2022-03-14,Customer 1073,56,Address 1073,358.0,41.6707105414218,0
1073,2392.9224118361144,2022-03-14,Customer 1073,56,Address 1073,547.0,98.64640220462732,0
1074,8877.682363204633,2022-03-15,Customer 1074,57,Address 1074,,,0
1075,3984.606257328008,2022-03-16,Customer 1075,34,Address 1075,,,0
1076,4979.300334984893,2022-03-17,Customer 1076,46,Address 1076,,,0
1077,7580.464854893932,2022-03-18,Customer 1077,38,Address 1077,642.0,79.32819585918911,0
1078,1689.971098136797,2022-03-19,Customer 1078,32,Address 1078,321.0,57.86994336632967,0
1079,7476.505447819171,2022-03-20,Customer 1079,19,Address 1079,,,0
1080,2751.9898915394724,2022-03-21,Customer 1080,54,Address 1080,,,0
1081,8895.22584022955,2022-03-22,Customer 1081,53,Address 1081,,,0
1082,9219.90769843871,2022-03-23,Customer 1082,51,Address 1082,,,0
1083,3012.90594624605,2022-03-24,Customer 1083,29,Address 1083,952.0,73.97469114745326,0
1084,2169.4259351690243,2022-03-25,Customer 1084,60,Address 1084,182.0,90.0500458660583,0
1084,2169.4259351690243,2022-03-25,Customer 1084,60,Address 1084,806.0,10.006932562275091,0
1085,6148.870554004673,2022-03-26,Customer 1085,35,Address 1085,873.0,16.43832083940835,0
1085,6148.870554004673,2022-03-26,Customer 1085,35,Address 1085,947.0,15.061303969882118,0
1086,4190.332236711198,2022-03-27,Customer 1086,63,Address 1086,329.0,93.37250431864632,0
1087,2934.8098384758123,2022-03-28,Customer 1087,28,Address 1087,38.0,46.214982406953474,0
1087,2934.8098384758123,2022-03-28,Customer 1087,28,Address 1087,144.0,44.586046124582026,0
1088,1511.7079457480804,2022-03-29,Customer 1088,38,Address 1088,934.0,59.64679754482704,0
1089,6121.739350549565,2022-03-30,Customer 1089,50,Address 1089,173.0,63.47667766306569,0
1090,8109.977178153809,2022-03-31,Customer 1090,26,Address 1090,726.0,97.9655891931388,0
1091,1736.4684385177802,2022-04-01,Customer 1091,58,Address 1091,772.0,56.42487376973606,0
1092,8339.131792146854,2022-04-02,Customer 1092,19,Address 1092,,,0
1093,2544.18790589982,2022-04-03,Customer 1093,30,Address 1093,,,0
1094,4974.2547531484415,2022-04-04,Customer 1094,32,Address 1094,753.0,72.96000414657226,0
1095,8403.77366742826,2022-04-05,Customer 1095,27,Address 1095,207.0,81.56433192297125,1
1096,6439.7423175111935,2022-04-06,Customer 1096,57,Address 1096,589.0,25.97962923980079,0
1097,2403.1606391578425,2022-04-07,Customer 1097,47,Address 1097,,,0
1098,6405.360523608859,2022-04-08,Customer 1098,61,Address 1098,154.0,55.74925986254664,0
1099,1025.246138138113,2022-04-09,Customer 1099,59,Address 1099,,,0
1100,2924.235910641115,2022-04-10,Customer 1100,62,Address 1100,293.0,91.37503293179564,0
1101,3526.189964902499,2022-04-11,Customer 1101,33,Address 1101,,,0
1102,7398.457248836791,2022-04-12,Customer 1102,28,Address 1102,573.0,75.88625236108902,0
1103,2465.964878217213,2022-04-13,Customer 1103,41,Address 1103,669.0,64.79659280908365,0
1104,1693.073845531838,2022-04-14,Customer 1104,52,Address 1104,43.0,55.81926585658818,0
1105,7588.2826264097375,2022-04-15,Customer 1105,37,Address 1105,157.0,93.21260497318085,0
1106,9284.409571788045,2022-04-16,Customer 1106,56,Address 1106,,,0
1107,6166.294345881851,2022-04-17,Customer 1107,60,Address 1107,184.0,76.74484865313467,0
1108,7794.946321991311,2022-04-18,Customer 1108,33,Address 1108,66.0,51.4144879788989,0
1108,7794.946321991311,2022-04-18,Customer 1108,33,Address 1108,390.0,71.88748429042212,0
1108,7794.946321991311,2022-04-18,Customer 1108,33,Address 1108,958.0,82.00241852701163,0
1109,8085.065244586696,2022-04-19,Customer 1109,63,Address 1109,419.0,41.354180924006975,0
1110,3439.4253353704853,2022-04-20,Customer 1110,54,Address 1110,,,0
1111,7980.849544448291,2022-04-21,Customer 1111,32,Address 1111,527.0,39.82600629262846,0
1111,7980.849544448291,2022-04-21,Customer 1111,32,Address 1111,868.0,27.450619758180107,0
1112,9784.73655418159,2022-04-22,Customer 1112,57,Address 1112,147.0,19.688496513147165,0
1112,9784.73655418159,2022-04-22,Customer 1112,57,Address 1112,316.0,29.291555935495328,0
1113,7923.737896069866,2022-04-23,Customer 1113,25,Address 1113,,,0
1114,5370.037438717276,2022-04-24,Customer 1114,40,Address 1114,,,0
1115,5062.450856308755,2022-04-25,Customer 1115,59,Address 1115,,,0
1116,3038.909606871837,2022-04-26,Customer 1116,22,Address 1116,34.0,61.34763595275774,0
1117,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,22.0,99.1004273987159,0
1117,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,30.0,70.07512697850342,0
1117,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,150.0,15.24013555293646,0
1117,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,180.0,79.45616782324659,0
1118,7479.222646587972,2022-04-28,Customer 1118,46,Address 1118,,,0
1119,6254.404271155562,2022-04-29,Customer 1119,61,Address 1119,554.0,66.54225115991392,0
1120,7450.419004134611,2022-04-30,Customer 1120,47,Address 1120,114.0,77.57986716270221,0
1120,7450.419004134611,2022-04-30,Customer 1120,47,Address 1120,403.0,23.412394540837305,0
1121,4584.987687518285,2022-05-01,Customer 1121,23,Address 1121,29.0,25.334803493141827,0
1122,4998.111232701779,2022-05-02,Customer 1122,54,Address 1122,190.0,13.936656978315106,0
1122,4998.111232701779,2022-05-02,Customer 1122,54,Address 1122,492.0,17.903935219000818,0
1123,7347.086686903932,2022-05-03,Customer 1123,34,Address 1123,153.0,40.52631372440093,0
1123,7347.086686903932,2022-05-03,Customer 1123,34,Address 1123,994.0,95.9649600417467,0
1124,6746.988789784419,2022-05-04,Customer 1124,45,Address 1124,206.0,94.570751399094,0
1124,6746.988789784419,2022-05-04,Customer 1124,45,Address 1124,474.0,47.2247769165285,0
1124,6746.988789784419,2022-05-04,Customer 1124,45,Address 1124,950.0,79.37427413633232,0
1125,8801.922036350712,2022-05-05,Customer 1125,58,Address 1125,576.0,97.0455292967774,0
1125,8801.922036350712,2022-05-05,Customer 1125,58,Address 1125,745.0,90.13649701316616,0
1126,7080.103438619933,2022-05-06,Customer 1126,27,Address 1126,156.0,58.78105340124304,0
1126,7080.103438619933,2022-05-06,Customer 1126,27,Address 1126,496.0,38.411192485188,0
1126,7080.103438619933,2022-05-06,Customer 1126,27,Address 1126,744.0,85.95300105522477,0
1127,4843.2904163743615,2022-05-07,Customer 1127,39,Address 1127,165.0,70.65807372432405,0
1128,7899.461183038991,2022-05-08,Customer 1128,21,Address 1128,867.0,81.41515284943999,0
1129,4396.07692646077,2022-05-09,Customer 1129,39,Address 1129,145.0,45.94470335816509,0
1129,4396.07692646077,2022-05-09,Customer 1129,39,Address 1129,319.0,23.85431432932064,0
1130,7297.779331095521,2022-05-10,Customer 1130,22,Address 1130,,,0
1131,6496.108703688331,2022-05-11,Customer 1131,41,Address 1131,938.0,50.36171009890702,0
1132,4552.1052691343975,2022-05-12,Customer 1132,47,Address 1132,609.0,90.48071057199276,0
1132,4552.1052691343975,2022-05-12,Customer 1132,47,Address 1132,837.0,80.56230250293223,0
1132,4552.1052691343975,2022-05-12,Customer 1132,47,Address 1132,928.0,75.05441065286574,0
1133,1148.2793350591487,2022-05-13,Customer 1133,58,Address 1133,,,0
1134,2391.967469802524,2022-05-14,Customer 1134,42,Address 1134,,,0
1135,7871.3859110145295,2022-05-15,Customer 1135,49,Address 1135,303.0,61.98793644916741,0
1136,7321.062181909426,2022-05-16,Customer 1136,29,Address 1136,919.0,76.7037658134944,0
1137,4843.333768944447,2022-05-17,Customer 1137,52,Address 1137,353.0,89.08776661986285,0
1137,4843.333768944447,2022-05-17,Customer 1137,52,Address 1137,575.0,62.98349325215778,0
1137,4843.333768944447,2022-05-17,Customer 1137,52,Address 1137,631.0,42.32786546597519,0
1138,5038.91001726212,2022-05-18,Customer 1138,63,Address 1138,953.0,61.19374615765196,0
1139,3039.5142047755826,2022-05-19,Customer 1139,21,Address 1139,65.0,78.33451388591148,0
1139,3039.5142047755826,2022-05-19,Customer 1139,21,Address 1139,621.0,30.65272139730061,0
1140,2241.450858124233,2022-05-20,Customer 1140,28,Address 1140,,,0
1141,4082.516866288421,2022-05-21,Customer 1141,28,Address 1141,555.0,66.48799723490322,0
1142,3789.361176969462,2022-05-22,Customer 1142,57,Address 1142,665.0,91.57863524928663,0
1142,3789.361176969462,2022-05-22,Customer 1142,57,Address 1142,920.0,67.97359142174959,0
1143,3367.924923660388,2022-05-23,Customer 1143,58,Address 1143,752.0,88.54379953014886,0
1143,3367.924923660388,2022-05-23,Customer 1143,58,Address 1143,863.0,36.9087392976182,0
1144,8451.465531226357,2022-05-24,Customer 1144,40,Address 1144,404.0,60.60671051232616,0
1144,8451.465531226357,2022-05-24,Customer 1144,40,Address 1144,466.0,88.22726088325255,0
1145,9855.674627837716,2022-05-25,Customer 1145,56,Address 1145,167.0,36.87248196812679,0
1145,9855.674627837716,2022-05-25,Customer 1145,56,Address 1145,728.0,86.76120603804294,0
1146,4750.725054794199,2022-05-26,Customer 1146,23,Address 1146,396.0,97.54709538756718,0
1146,4750.725054794199,2022-05-26,Customer 1146,23,Address 1146,538.0,77.11603142702253,0
1147,6232.211660395478,2022-05-27,Customer 1147,59,Address 1147,635.0,83.14607235416698,0
1148,3214.341695181142,2022-05-28,Customer 1148,63,Address 1148,682.0,42.62522075665218,0
1148,3214.341695181142,2022-05-28,Customer 1148,63,Address 1148,741.0,70.34427340238034,0
1149,7990.335619571962,2022-05-29,Customer 1149,34,Address 1149,73.0,67.92604330939866,0
1150,7476.989180248455,2022-05-30,Customer 1150,52,Address 1150,143.0,86.47644806653052,0
1150,7476.989180248455,2022-05-30,Customer 1150,52,Address 1150,397.0,28.914617957341772,0
1151,5259.0447198991005,2022-05-31,Customer 1151,31,Address 1151,,,0
1152,7273.982375653035,2022-06-01,Customer 1152,55,Address 1152,136.0,70.85855068793218,0
1152,7273.982375653035,2022-06-01,Customer 1152,55,Address 1152,352.0,70.0043034747928,0
1152,7273.982375653035,2022-06-01,Customer 1152,55,Address 1152,801.0,56.11778886499002,0
1153,7795.5858073424415,2022-06-02,Customer 1153,26,Address 1153,977.0,68.46708138536229,0
1154,5544.569288667391,2022-06-03,Customer 1154,48,Address 1154,71.0,23.80623682022744,0
1154,5544.569288667391,2022-06-03,Customer 1154,48,Address 1154,944.0,35.85949743054377,0
1155,4698.084283636987,2022-06-04,Customer 1155,61,Address 1155,437.0,20.32425877023761,0
1155,4698.084283636987,2022-06-04,Customer 1155,61,Address 1155,674.0,27.158338607648744,0
1155,4698.084283636987,2022-06-04,Customer 1155,61,Address 1155,832.0,85.29801409198318,0
1156,4788.537679942709,2022-06-05,Customer 1156,58,Address 1156,,,0
1157,8479.723197096315,2022-06-06,Customer 1157,60,Address 1157,313.0,68.64043640103054,1
1157,8479.723197096315,2022-06-06,Customer 1157,60,Address 1157,346.0,38.69316720496097,1
1158,5037.207239014824,2022-06-07,Customer 1158,50,Address 1158,74.0,16.26344880319616,0
1159,5766.570781258057,2022-06-08,Customer 1159,54,Address 1159,80.0,19.137591520992626,0
1159,5766.570781258057,2022-06-08,Customer 1159,54,Address 1159,370.0,81.39167697229831,0
1160,2683.909127067817,2022-06-09,Customer 1160,38,Address 1160,757.0,89.17189488257118,0
1161,7545.026042634955,2022-06-10,Customer 1161,55,Address 1161,59.0,28.62756065487808,0
1161,7545.026042634955,2022-06-10,Customer 1161,55,Address 1161,655.0,72.21970365622698,0
1162,8055.3046921175555,2022-06-11,Customer 1162,38,Address 1162,,,0
1163,7524.885684605896,2022-06-12,Customer 1163,27,Address 1163,764.0,58.16222511639744,0
1164,9572.740147057222,2022-06-13,Customer 1164,26,Address 1164,,,0
1165,4115.718543854602,2022-06-14,Customer 1165,48,Address 1165,289.0,96.23321419600772,0
1165,4115.718543854602,2022-06-14,Customer 1165,48,Address 1165,927.0,93.186765046662,0
1166,4822.247821600682,2022-06-15,Customer 1166,23,Address 1166,,,0
1167,4121.316624748486,2022-06-16,Customer 1167,33,Address 1167,122.0,87.56655197793899,0
1167,4121.316624748486,2022-06-16,Customer 1167,33,Address 1167,203.0,61.40287558718099,0
1167,4121.316624748486,2022-06-16,Customer 1167,33,Address 1167,430.0,26.73357583443433,0
1168,3560.170992970936,2022-06-17,Customer 1168,42,Address 1168,761.0,14.120197747692124,0
1169,4020.714312343048,2022-06-18,Customer 1169,30,Address 1169,139.0,12.184601872547413,0
1169,4020.714312343048,2022-06-18,Customer 1169,30,Address 1169,232.0,48.95945026618623,0
1170,5496.768618356643,2022-06-19,Customer 1170,32,Address 1170,,,0
1171,4631.532991706319,2022-06-20,Customer 1171,22,Address 1171,124.0,26.529790933426444,0
1172,3476.6825785674578,2022-06-21,Customer 1172,26,Address 1172,327.0,60.68884239418577,0
1173,8586.017793827583,2022-06-22,Customer 1173,35,Address 1173,,,0
1174,9301.241150618618,2022-06-23,Customer 1174,27,Address 1174,511.0,54.78567418688587,0
1174,9301.241150618618,2022-06-23,Customer 1174,27,Address 1174,606.0,55.29436013469146,0
1175,5113.282346727997,2022-06-24,Customer 1175,26,Address 1175,440.0,86.5937053715803,0
1176,5493.960539328983,2022-06-25,Customer 1176,20,Address 1176,354.0,66.08579500983927,0
1176,5493.960539328983,2022-06-25,Customer 1176,20,Address 1176,558.0,18.424787046927303,0
1176,5493.960539328983,2022-06-25,Customer 1176,20,Address 1176,604.0,68.30467542833836,0
1176,5493.960539328983,2022-06-25,Customer 1176,20,Address 1176,855.0,59.56766600854584,0
1177,2146.0267213025604,2022-06-26,Customer 1177,50,Address 1177,809.0,98.18303499459222,0
1178,9240.37552970499,2022-06-27,Customer 1178,38,Address 1178,,,0
1179,7659.815418259387,2022-06-28,Customer 1179,31,Address 1179,,,0
1180,8645.383185655746,2022-06-29,Customer 1180,59,Address 1180,249.0,60.724694915321855,0
1180,8645.383185655746,2022-06-29,Customer 1180,59,Address 1180,385.0,55.76476528750271,0
1180,8645.383185655746,2022-06-29,Customer 1180,59,Address 1180,887.0,25.527990197551134,0
1181,2318.41656875892,2022-06-30,Customer 1181,40,Address 1181,,,0
1182,2636.6802336256605,2022-07-01,Customer 1182,30,Address 1182,773.0,40.148430428907375,0
1183,7149.964405144897,2022-07-02,Customer 1183,40,Address 1183,98.0,55.88720399193835,0
1184,4430.05501099579,2022-07-03,Customer 1184,29,Address 1184,,,0
1185,2287.668015012345,2022-07-04,Customer 1185,45,Address 1185,,,0
1186,3524.9615416197635,2022-07-05,Customer 1186,45,Address 1186,,,0
1187,4845.969183660771,2022-07-06,Customer 1187,46,Address 1187,28.0,12.397442736592344,0
1188,7478.912108122129,2022-07-07,Customer 1188,23,Address 1188,847.0,80.23266191446132,0
1189,1056.301180517336,2022-07-08,Customer 1189,49,Address 1189,699.0,61.30719393260597,0
1190,8351.891276695285,2022-07-09,Customer 1190,24,Address 1190,438.0,38.41693891133238,0
1190,8351.891276695285,2022-07-09,Customer 1190,24,Address 1190,439.0,90.96302095740636,0
1190,8351.891276695285,2022-07-09,Customer 1190,24,Address 1190,858.0,64.08704501443339,0
1191,5413.974090650807,2022-07-10,Customer 1191,60,Address 1191,456.0,10.58886273242011,0
1192,3749.482164686628,2022-07-11,Customer 1192,52,Address 1192,,,0
1193,6666.855463185408,2022-07-12,Customer 1193,51,Address 1193,,,0
1194,7405.683379172114,2022-07-13,Customer 1194,40,Address 1194,217.0,98.68616371418082,0
1195,6831.410409294031,2022-07-14,Customer 1195,64,Address 1195,793.0,53.9678523381814,0
1196,3078.3409674186805,2022-07-15,Customer 1196,22,Address 1196,,,0
1197,3525.504348282963,2022-07-16,Customer 1197,18,Address 1197,489.0,19.07706730811892,0
1197,3525.504348282963,2022-07-16,Customer 1197,18,Address 1197,733.0,23.929025895640848,0
1198,7777.442049198876,2022-07-17,Customer 1198,62,Address 1198,258.0,72.19579593152234,0
1199,5098.858759172226,2022-07-18,Customer 1199,45,Address 1199,913.0,94.5872061148643,0
1200,4555.7118899309,2022-07-19,Customer 1200,46,Address 1200,668.0,55.96345624776244,0
1201,6298.296095769295,2022-07-20,Customer 1201,29,Address 1201,678.0,32.42837607397003,0
1202,3143.9314064704977,2022-07-21,Customer 1202,52,Address 1202,479.0,40.104020200685696,0
1203,2933.4647511456924,2022-07-22,Customer 1203,38,Address 1203,,,0
1204,3152.247786827239,2022-07-23,Customer 1204,45,Address 1204,6.0,86.94708413376785,0
1204,3152.247786827239,2022-07-23,Customer 1204,45,Address 1204,550.0,82.00373953388333,0
1205,5707.424545180082,2022-07-24,Customer 1205,37,Address 1205,831.0,29.627393510330677,0
1206,5221.598359041347,2022-07-25,Customer 1206,25,Address 1206,,,0
1207,5655.630625853387,2022-07-26,Customer 1207,38,Address 1207,39.0,14.63168948637222,0
1207,5655.630625853387,2022-07-26,Customer 1207,38,Address 1207,491.0,69.91745393115764,0
1208,8321.692175664655,2022-07-27,Customer 1208,64,Address 1208,413.0,98.50040705533956,0
1209,7570.837452979323,2022-07-28,Customer 1209,45,Address 1209,,,0
1210,9316.95357597456,2022-07-29,Customer 1210,39,Address 1210,638.0,99.87930230728328,0
1210,9316.95357597456,2022-07-29,Customer 1210,39,Address 1210,885.0,23.44981815960602,0
1211,7039.4386455866415,2022-07-30,Customer 1211,27,Address 1211,,,0
1212,9974.701764544445,2022-07-31,Customer 1212,55,Address 1212,874.0,70.30126731068788,0
1213,2478.8342993715314,2022-08-01,Customer 1213,23,Address 1213,433.0,26.719047821992245,0
1214,6807.184597663554,2022-08-02,Customer 1214,42,Address 1214,365.0,40.658978551453465,0
1214,6807.184597663554,2022-08-02,Customer 1214,42,Address 1214,414.0,69.88048811693454,0
1215,1163.1936592396512,2022-08-03,Customer 1215,53,Address 1215,,,0
1216,4741.192768951942,2022-08-04,Customer 1216,26,Address 1216,664.0,14.717379319580264,0
1217,2689.511983552625,2022-08-05,Customer 1217,48,Address 1217,,,0
1218,8922.535956808442,2022-08-06,Customer 1218,63,Address 1218,422.0,66.95973903298082,0
1219,7649.649301190314,2022-08-07,Customer 1219,23,Address 1219,213.0,81.95667521729543,0
1219,7649.649301190314,2022-08-07,Customer 1219,23,Address 1219,484.0,12.787029418188828,0
1219,7649.649301190314,2022-08-07,Customer 1219,23,Address 1219,572.0,88.50391549409335,0
1220,3916.6889946980286,2022-08-08,Customer 1220,50,Address 1220,,,0
1221,6722.285664371272,2022-08-09,Customer 1221,37,Address 1221,234.0,69.33327246195044,0
1222,3451.034177068917,2022-08-10,Customer 1222,61,Address 1222,,,0
1223,8213.34489132453,2022-08-11,Customer 1223,20,Address 1223,485.0,58.70630745788713,0
1224,6487.0783138941215,2022-08-12,Customer 1224,42,Address 1224,,,0
1225,2351.0496929869623,2022-08-13,Customer 1225,51,Address 1225,904.0,45.76941000334883,0
1226,1235.8536600954671,2022-08-14,Customer 1226,54,Address 1226,,,0
1227,6764.941455409842,2022-08-15,Customer 1227,35,Address 1227,915.0,81.69738902734242,0
1228,9343.248064754189,2022-08-16,Customer 1228,59,Address 1228,910.0,32.2318769063642,1
